web-scraper-order,web-scraper-start-url,title,title-href,author,rating,cat,pubdate,hits
"1626164875-9967","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","Really","https://archiveofourown.org/works/15820647","SunSkip","Mature","F/F","2018-08-28","3435"
"1626164779-9958","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","A Sucker for Happy Endings","https://archiveofourown.org/works/15153893","alphabets0up","Teen And Up Audiences","F/F","2018-07-03","8898"
"1626167488-10199","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","stars in the sky","https://archiveofourown.org/works/26074672","hopclair","General Audiences","F/F","2020-08-24","619"
"1626165388-10013","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=23","K-pop girl groups","https://archiveofourown.org/works/15081248","AnonymousLesbian","General Audiences","F/F","2018-06-28","2353"
"1626167573-10207","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","Your Love Will Be Safe With Me","https://archiveofourown.org/works/25330450","divinelydecreed","Teen And Up Audiences","F/F","2020-07-17","1670"
"1626170094-10428","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","BD: The sidequests","https://archiveofourown.org/works/28786383","IRGayShark","Not Rated","null","2021-02-11","504"
"1626166587-10119","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","Half a holiday","https://archiveofourown.org/works/22343689","rudesunyoung","General Audiences","F/F","2020-01-21","1623"
"1626166909-10148","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=16","Kim Jisoo's Fried Microwave and the End of the World","https://archiveofourown.org/works/23459992","Dreamofshadows","General Audiences","F/F","2020-04-03","644"
"1626164190-9906","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=28","Cadeau","https://archiveofourown.org/works/9754025","null","Not Rated","F/F","2017-02-15","1640"
"1626166608-10121","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","I always care about you","https://archiveofourown.org/works/22473937","rudesunyoung","Teen And Up Audiences","F/F","2020-01-30","1980"
"1626164746-9955","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","california dreaming","https://archiveofourown.org/works/14802182","jendeukie","Explicit","F/F","2018-05-30","2643"
"1626166321-10095","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","Colors","https://archiveofourown.org/works/21262502","Heyrrra","General Audiences","F/F","2019-11-01","1551"
"1626165581-10030","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","KOPP School:","https://archiveofourown.org/works/18558901","Auranna","General Audiences","F/F","2019-04-22","370"
"1626164296-9915","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=27","Fuzzies","https://archiveofourown.org/works/11158194","TaeKookiefeels","Explicit","F/F","2017-06-10","25380"
"1626167156-10170","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=15","I look at you and I think I like where I'm at","https://archiveofourown.org/works/24418399","rudesunyoung","Teen And Up Audiences","F/F","2020-05-28","1688"
"1626165979-10065","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=20","like the sweetener you are (to bring the bitter taste to a halt)","https://archiveofourown.org/works/19802014","lalalalisa_m","Teen And Up Audiences","F/F","2019-07-14","3184"
"1626168386-10279","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","behind the scenes","https://archiveofourown.org/works/20476253","throwaway18","Teen And Up Audiences","F/F","2019-09-01","7506"
"1626168246-10267","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","i wonder what it would be like to love you.","https://archiveofourown.org/works/28350195","icursedthisworld","Teen And Up Audiences","F/F","2020-12-27","2648"
"1626167679-10216","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","Dazed","https://archiveofourown.org/works/21671605","Amarantha10","Mature","F/F","2019-12-04","7830"
"1626165786-10048","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","Addicted | Lisa","https://archiveofourown.org/works/19273378","fiestar","Explicit","F/F","2019-06-19","3311"
"1626168054-10250","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","Heavenly and Held Forever","https://archiveofourown.org/works/25555051","changbinglish","Explicit","F/F","2020-07-27","1034"
"1626166204-10085","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=19","oh say it ain't so","https://archiveofourown.org/works/21049829","jenlisa","Not Rated","F/F","2019-10-16","1870"
"1626170083-10427","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","Need You To Need Me | Jenlisa","https://archiveofourown.org/works/28487841","Lesyeuxdemily","Not Rated","F/F","2021-01-01","11351"
"1626169772-10399","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=3","Loona Hogwarts AU","https://archiveofourown.org/works/29492928","momosforearms","Not Rated","F/F","2021-02-16","1041"
"1626165990-10066","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=20","Jenlisa/ Kaisoo soulmate AU","https://archiveofourown.org/works/19919503","orphan_account","Not Rated","F/F","2019-07-22","774"
"1626169189-10351","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","逃离棕榈泉","https://archiveofourown.org/works/30680294","jodijodijodi22","Explicit","F/F","2021-04-14","378"
"1626164832-9963","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","The Girlfriend (Wife) Tag","https://archiveofourown.org/works/15650517","rudesunyoung","Teen And Up Audiences","F/F","2018-08-11","4271"
"1626170212-10438","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","Developments","https://archiveofourown.org/works/32402323","lowkeyruby","Mature","F/F","2021-07-06","978"
"1626169385-10368","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","Are We Dating?","https://archiveofourown.org/works/31045463","march_jo","Teen And Up Audiences","F/F","2021-05-02","710"
"1626167701-10218","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","cause you ain't never had a woman like me","https://archiveofourown.org/works/26733757","saltyvenus","Explicit","F/F","2020-09-30","4236"
"1626166428-10105","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","Romance","https://archiveofourown.org/works/21761161","everythingisgay","Mature","F/F","2019-12-18","1471"
"1626165808-10050","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","In health and in sickness","https://archiveofourown.org/works/19307725","orphan_account","General Audiences","F/F","2019-06-21","1867"
"1626164382-9923","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=27","Dance With Me","https://archiveofourown.org/works/12396036","SunSkip","Teen And Up Audiences","F/F","2017-10-18","3731"
"1626165525-10025","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","there's something in the way you move","https://archiveofourown.org/works/18418277","orphan_account","General Audiences","F/F","2019-04-10","1269"
"1626167637-10213","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","'cause all i want is you up on me","https://archiveofourown.org/works/24171316","TheAAngel","Explicit","F/F","2020-05-13","9301"
"1626169018-10335","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","【翻译】We’re the Only Spark","https://archiveofourown.org/works/30402039","jodijodijodi22","Explicit","F/F","2021-04-01","163"
"1626170159-10434","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","Love, Jennie || Jenlisa AU","https://archiveofourown.org/works/32291302","MakunaHatata","Mature","F/F","2021-07-01","214"
"1626168889-10324","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=7","Killing Jennie Kim","https://archiveofourown.org/works/28691394","soul_is_lonely","Mature","F/F","2021-01-11","1949"
"1626167797-10227","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","24/365 with Chaesoo|Jenlisa","https://archiveofourown.org/works/27132143","ChiPee21","Not Rated","F/F","2020-10-21","1215"
"1626167466-10197","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","Scared to be Lonely (Jenlisa)","https://archiveofourown.org/works/25893721","Dreamofshadows","Teen And Up Audiences","F/F","2020-08-14","1118"
"1626166618-10122","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","Love Me Instead","https://archiveofourown.org/works/22477279","DumplingJendukie97","General Audiences","F/F","2020-01-30","781"
"1626166995-10155","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=15","Hourglass","https://archiveofourown.org/works/23632021","lovelessmiracle","Teen And Up Audiences","F/F","2020-04-13","252"
"1626168697-10307","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","Teddy bears and pink candies","https://archiveofourown.org/works/29454525","rudesunyoung","Teen And Up Audiences","F/F","2021-02-15","1536"
"1626166920-10149","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=16","I wanna go all out, as if there’s no end","https://archiveofourown.org/works/18789640","jerskylar93","Not Rated","F/F","2019-05-11","1082"
"1626170288-10445","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","Midnights in Paris | Jenlisa","https://archiveofourown.org/works/32218978","Lesyeuxdemily","Mature","F/F","2021-06-27","925"
"1626168997-10334","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=7","Kitty!","https://archiveofourown.org/works/30380814","DaFishi","Not Rated","F/F","2021-03-31","1557"
"1626164339-9919","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=27","Summer","https://archiveofourown.org/works/11547417","SunSkip","Mature","F/F","2017-07-19","7891"
"1626166855-10143","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=16","wrong number, sorry.","https://archiveofourown.org/works/22904014","legitnayeon","Teen And Up Audiences","F/F","2020-03-02","328"
"1626169783-10400","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=3","As If It's Your Last","https://archiveofourown.org/works/31719745","GoodWriter","General Audiences","F/F","2021-06-03","702"
"1626164500-9934","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=27","First Winter at Fire Lodge","https://archiveofourown.org/works/13229370","BritHistorian","Not Rated","F/F","2018-01-01","3600"
"1626169029-10336","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","if it’s a false god (we’d still worship this love)","https://archiveofourown.org/works/30426684","jendeukie","Mature","F/F","2021-04-02","334"
"1626168182-10261","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","The Bangtan Syndicate | Book 1 | Blood Sweat & Tears","https://archiveofourown.org/works/26752372","april5th_tk","Mature","F/F","2020-10-01","2977"
"1626167647-10214","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","Warm Welcome","https://archiveofourown.org/works/26612800","petrichor_cookies","General Audiences","Gen","2020-09-23","532"
"1626164822-9962","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","Crying Lightning","https://archiveofourown.org/works/15642405","fluteandguqin","Teen And Up Audiences","F/F","2018-08-10","2291"
"1626169050-10338","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","【翻译】the most fragile star in the universe","https://archiveofourown.org/works/30443148","jodijodijodi22","Mature","F/F","2021-04-03","177"
"1626168171-10260","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","Sincerity is Scary","https://archiveofourown.org/works/27873618","fleetwoodsnac","General Audiences","F/F","2020-12-04","771"
"1626169039-10337","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","leather, smoke, and berries; strawberries","https://archiveofourown.org/works/30442842","chaesooschrist","General Audiences","F/F","2021-04-03","487"
"1626167284-10181","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","Жемчужина","https://archiveofourown.org/works/25052395","0_aesthetic_0","Teen And Up Audiences","F/F","2020-07-03","76"
"1626170061-10425","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","the flower","https://archiveofourown.org/works/29288418","soul_is_lonely","Teen And Up Audiences","F/F","2021-02-11","2211"
"1626167081-10163","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=15","Eternal","https://archiveofourown.org/works/23988796","JiminieIsPrecious20","Mature","F/F","2020-05-03","103"
"1626168568-10295","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","Lost in the Moment","https://archiveofourown.org/works/29039280","ScarletGlaive","General Audiences","F/F","2021-01-28","219"
"1626168857-10321","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=7","fragrant in small doses","https://archiveofourown.org/works/30032814","acequid","General Audiences","F/F","2021-03-14","875"
"1626166098-10075","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=19","A Love in Three Chapters","https://archiveofourown.org/works/20552816","pinkbyproxy","Mature","F/F","2019-09-07","2266"
"1626165057-9983","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=24","The duality of Jennie Kim","https://archiveofourown.org/works/13974804","lostmy__Taehyung","Not Rated","F/F","2018-03-14","2783"
"1626164767-9957","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","Infinity times Infinity","https://archiveofourown.org/works/15050054","majimakcheoreom","General Audiences","F/F","2018-06-25","854"
"1626165175-9994","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=24","To Build A Home","https://archiveofourown.org/works/17101214","divinelydecreed","General Audiences","F/F","2018-12-22","1009"
"1626170018-10421","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","E se...?","https://archiveofourown.org/works/32123095","lailights","General Audiences","F/F","2021-06-23","50"
"1626170234-10440","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","Who needs tomorrow (when we've got tonight)","https://archiveofourown.org/works/31819150","WildLuminaire","Mature","F/F","2021-06-08","1933"
"1626167477-10198","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","one for the road","https://archiveofourown.org/works/22113868","baeminhyuk (aemin)","Teen And Up Audiences","F/F","2020-01-13","5332"
"1626164521-9935","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=26","Computer Cafe","https://archiveofourown.org/works/13735503","Shipperofeverything","Teen And Up Audiences","F/F","2018-02-19","1430"
"1626169676-10394","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=4","Missing U","https://archiveofourown.org/works/22514662","Jadedhoe_M","Mature","F/F","2020-02-01","4512"
"1626167893-10235","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","i will have you by tonight (not that i want to)","https://archiveofourown.org/works/27386182","sodalemonade","Teen And Up Audiences","F/F","2020-11-04","823"
"1626169093-10342","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","this side of summer","https://archiveofourown.org/works/30536175","acequid","General Audiences","F/F","2021-04-07","643"
"1626167189-10173","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=15","Salted Caramel","https://archiveofourown.org/works/18181169","legitnayeon","Explicit","F/F","2019-03-20","3760"
"1626166877-10145","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=16","too much too late | jenlisa","https://archiveofourown.org/works/23416387","orphan_account","Explicit","F/F","2020-03-31","193"
"1626164928-9972","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","knowing and loving and feeling","https://archiveofourown.org/works/15992402","everythingisgay","Mature","F/F","2018-09-14","2965"
"1626168718-10309","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","first love","https://archiveofourown.org/works/29458893","Adler7000","Mature","F/F","2021-02-15","54"
"1626164212-9908","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=28","Of Camps and Broken Hearts","https://archiveofourown.org/works/9504398","LilyLisa","Teen And Up Audiences","F/F","2017-01-29","10917"
"1626169975-10417","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","I know I'm losing, but the game is not over","https://archiveofourown.org/works/32025343","dumpkat","Mature","F/F","2021-06-18","452"
"1626168417-10282","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","Paris","https://archiveofourown.org/works/28674483","godlisa","Teen And Up Audiences","F/F","2021-01-11","917"
"1626165628-10034","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","Feels like heaven / You might not get in it","https://archiveofourown.org/works/18725458","Effymaybe","General Audiences","F/F","2019-05-06","6009"
"1626166215-10086","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=19","Faded Daisies","https://archiveofourown.org/works/21062825","Heyrrra","Teen And Up Audiences","F/F","2019-10-17","1273"
"1626168299-10272","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","마지막 (ØΜ€ǤΔ)","https://archiveofourown.org/works/21246563","My_Reign","Mature","M/M","2021-01-01","707"
"1626165670-10037","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","feelings.","https://archiveofourown.org/works/19000375","icursedthisworld","General Audiences","F/F","2019-05-28","4274"
"1626167711-10219","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=12","may i get a name?","https://archiveofourown.org/works/26760604","sourpatchsoju","Not Rated","F/F","2020-10-01","610"
"1626166470-10109","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=18","Filling the Feelings, I guess?","https://archiveofourown.org/works/21881866","Heyrrra","General Audiences","F/F","2019-12-21","2139"
"1626165755-10045","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","no surprises","https://archiveofourown.org/works/19132795","iiccarus","Teen And Up Audiences","F/F","2019-06-08","1165"
"1626164596-9942","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=26","before u leave","https://archiveofourown.org/works/13903515","lovexyou","Teen And Up Audiences","F/F","2018-03-08","3337"
"1626169996-10419","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=2","Prends-Moi Avec Toi","https://archiveofourown.org/works/32104249","Heyrrra","General Audiences","F/F","2021-06-22","251"
"1626170223-10439","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=1","Just A Kiss","https://archiveofourown.org/works/32407024","TheMissusM","Not Rated","F/F","2021-07-06","561"
"1626165014-9979","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=24","The Littlest Things","https://archiveofourown.org/works/16112573","kapsyon","Mature","F/F","2018-09-27","3113"
"1626168579-10296","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=8","We Were Something (Don't You Think So?)","https://archiveofourown.org/works/27630782","divinelydecreed","Teen And Up Audiences","F/F","2020-11-19","1537"
"1626168011-10246","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","Love of my life","https://archiveofourown.org/works/27729253","chelinda","General Audiences","F/F","2020-11-26","880"
"1626166566-10117","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=17","Been a Bad Girl","https://archiveofourown.org/works/22251253","drop_in_the_ocean","Explicit","F/F","2020-01-14","5713"
"1626165558-10028","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","Euphoria In These Four Cornered Walls","https://archiveofourown.org/works/18482641","divinelydecreed","Teen And Up Audiences","F/F","2019-04-16","1566"
"1626166952-10152","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=16","yoongi's vampire aus","https://archiveofourown.org/works/23572378","Just_emm","Teen And Up Audiences","F/M","2020-04-10","161"
"1626168096-10254","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=11","LIFE CHANGING","https://archiveofourown.org/works/27531367","ivy__yvi","Explicit","F/F","2020-11-12","2801"
"1626167594-10209","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=13","Closing Time","https://archiveofourown.org/works/24834694","fiar22","Explicit","F/F","2020-06-21","671"
"1626169242-10355","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=5","Lovesick Her","https://archiveofourown.org/works/28933656","Galdsy","Teen And Up Audiences","F/F","2021-01-23","4164"
"1626169103-10343","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","Operation: My Babysitter is My Sister's Ex","https://archiveofourown.org/works/30575876","aprinnie","General Audiences","F/F","2021-04-09","1221"
"1626164811-9961","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=25","An Eiffel Tower in Nevada","https://archiveofourown.org/works/15599328","rudesunyoung","Teen And Up Audiences","F/F","2018-08-08","4844"
"1626169135-10346","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","巴黎咖啡馆","https://archiveofourown.org/works/30588953","TseFangLee","Not Rated","F/F","2021-04-10","90"
"1626168235-10266","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=10","天使、魔鬼与成为人类的方法","https://archiveofourown.org/works/28339854","jodijodijodi22","Teen And Up Audiences","F/F","2020-12-26","281"
"1626168793-10315","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=7","Eighteen","https://archiveofourown.org/works/29760018","chslah","Explicit","Multi","2021-02-28","638"
"1626164158-9903","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=28","Chaos Theory (BlackPink Ver.)","https://archiveofourown.org/works/7910992","homoyuri","General Audiences","F/F","2016-08-30","1477"
"1626169199-10352","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=6","Snapshot from the Past","https://archiveofourown.org/works/26332216","inspiritedstay","Mature","F/F","2020-09-07","468"
"1626165776-10047","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=21","Best when it's the four of us","https://archiveofourown.org/works/19266796","orphan_account","General Audiences","F/F","2019-06-18","1356"
"1626168353-10276","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=9","I Promised You Not to Write This","https://archiveofourown.org/works/26129056","Heyrrra","Not Rated","F/F","2020-08-26","1955"
"1626167221-10175","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","Sanctuary","https://archiveofourown.org/works/24759493","jenniesays","Teen And Up Audiences","F/F","2020-06-16","1733"
"1626166011-10068","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=20","things have gotten closer to the sun","https://archiveofourown.org/works/20192590","jrjkim","Teen And Up Audiences","F/F","2019-08-10","4262"
"1626167338-10186","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=14","Parallel","https://archiveofourown.org/works/25344046","aspoonfullof_suga","Mature","F/F","2020-07-17","150"
"1626165504-10023","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=22","Сумма всех наших частей","https://archiveofourown.org/works/18315431","wxldcard","Mature","F/F","2019-04-01","169"
"1626164638-9946","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=26","Mine","https://archiveofourown.org/works/14269296","Ponda","Explicit","F/F","2018-04-09","19588"
"1626169515-10379","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=4","【翻译】lovesong","https://archiveofourown.org/works/30487980","jodijodijodi22","Mature","F/F","2021-04-05","235"
"1626165100-9987","https://archiveofourown.org/tags/Jennie%20Kim*s*Lalisa%20Manoban%20%7C%20Lisa/works?page=24","Jealous/Hopeless","https://archiveofourown.org/works/15950303","lovexyou","Teen And Up Audiences","F/F","2018-09-10","2258"
